component_group_name,n_heavy_l ,n_heavy_u,n_light_l,n_light_u,n_detecting_l,n_detecting_u,n_quantifying_l,n_quantifying_u,n_identifying_l,n_identifying_u,n_transitions_l,n_transitions_u,ion_ratio_pair_name_1,ion_ratio_pair_name_2,ion_ratio_l,ion_ratio_u,retention_time_l,retention_time_u,intensity_l,intensity_u,overall_quality_l,overall_quality_u
G3P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
3PG,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
3PG,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
3PG,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
3PG,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
3PG,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
Citrate,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
Citrate,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
Citrate,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
Citrate,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
Citrate,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
Citrate,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
Citrate,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
Citrate,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
E4P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
E4P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
E4P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
E4P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
E4P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
R5P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
R5P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
R5P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
R5P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
R5P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
R5P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
R5P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
R5P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
R5P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
R5P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
R5P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
R5P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
R5P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
R5P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
R5P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
R5P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
R5P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
R5P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
R5P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
R5P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
F6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
F6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
F6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
F6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
F6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
F6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
F6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
F6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
F6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
F6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
F6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
F6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
F6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
F6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
F6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
F6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
F6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
G6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
G6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
G6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
G6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
G6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
G6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
G6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
G6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
G6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
G6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
G6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
G6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
G6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
G6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
G6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
G6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
G6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
G6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
G6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
G6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
G6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
G6P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
S7P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
S7P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
S7P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
S7P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
S7P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
S7P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
S7P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
S7P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
S7P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
S7P,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
35cgmp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
35cgmp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
35cgmp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
dgmp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
dgmp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
dgmp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
dtmp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
dtmp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
ribflv,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
ribflv,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
amp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
amp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
amp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
gmp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
gmp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
gmp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
imp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
imp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
imp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
camp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
camp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
camp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
gthox,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
gthox,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
gthox,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
btn,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
btn,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
btn,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
mmal,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
mmal,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
mmal,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
succ,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
succ,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
succ,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
mal-L,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
mal-L,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
glutacon,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
glutacon,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
fum,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
fum,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
udpg,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
udpg,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
udpg,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
damp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
damp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
damp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
oxa,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
oxa,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
oxa,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
actp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
actp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
actp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
akg,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
akg,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
oaa,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
oaa,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
dtdpglu,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
dtdpglu,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
dtdpglu,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
nadh,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
nadh,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
nadh,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
adpglc,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
adpglc,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
adpglc,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
chor,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
chor,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
fol,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
fol,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
fol,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
dgdp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
dgdp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
dgdp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
gdp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
gdp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
gdp,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
6pgc,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
6pgc,0,10,0,10,0,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+15,0,1.00E+12
